  6.90	  -3.50	   6.40	-41.10	  25.20	  36.75
  7.52	  -4.11	   7.17	-40.20	  23.55	  36.90
  8.13	  -4.87	   6.09	-38.85	  21.90	  37.50
  7.83	  -4.57	   7.01	-36.45	  21.30	  37.35
  8.28	  -3.65	   6.55	-33.15	  21.30	  34.80
  8.74	  -2.58	   6.40	-31.65	  19.05	  34.35
  8.74	  -2.27	   6.86	-31.35	  17.40	  31.95
  7.82	  -2.57	   7.17	-29.70	  15.75	  30.30
  8.43	  -0.58	   7.47	-28.80	  15.45	  29.70
 11.32	   2.94	   6.54	-27.45	  16.05	  29.25
 12.08	   4.77	   4.86	-30.90	  13.50	  25.80
  9.17	   4.91	   2.57	-32.70	   6.00	  22.20
  5.65	   2.92	   2.13	-31.65	  -2.25	  19.50
  3.05	   2.76	   2.44	-27.90	 -12.30	  14.70
  5.20	   1.09	   5.19	-21.15	 -17.55	   9.90
  6.89	  -1.20	   7.78	-13.35	 -21.00	   6.60
  7.67	  -5.02	   7.63	 -2.70	 -17.40	   5.70
  2.32	  -6.85	  10.87	  2.70	 -15.15	   3.00
  0.03	  -8.37	  13.94	  7.05	 -10.05	   7.65
  2.78	  -7.29	  15.91	  9.00	  -6.90	   7.95
 -0.59	  -6.83	  15.93	  9.75	  -4.20	  12.00
 -1.35	  -6.07	  14.86	  9.45	   1.20	  14.55
  0.63	  -3.02	   9.80	  6.00	   2.70	  19.35
  4.75	   0.04	   9.48	  2.70	   4.95	  24.15
  4.89	   2.18	   8.40	 -1.95	   8.40	  26.40
  6.73	   2.62	   3.80	 -6.75	   9.90	  33.00
  7.50	   1.24	   2.57	-13.65	  10.50	  33.30
  7.96	   1.23	   1.34	-18.30	  10.20	  32.70
 10.86	   2.45	  -0.81	-22.35	  13.50	  29.85
 12.54	   4.59	  -1.12	-22.05	  21.15	  28.95
 14.82	   8.87	  -1.59	-19.65	  29.55	  25.80
 16.49	  13.17	   0.70	-17.70	  35.40	  22.65
 14.18	  15.32	   1.17	-15.60	  37.50	  22.20
 13.13	  10.57	  -0.36	-17.85	  36.30	  22.20
 11.60	   8.57	  -0.66	-22.65	  30.30	  25.80
 10.85	   5.81	  -1.11	-29.70	  20.25	  27.00
 11.93	   2.45	  -0.35	-33.90	   3.75	  22.50
  7.97	  -2.60	   0.12	-28.50	 -12.45	  12.00
  7.22	  -5.35	   2.12	-16.95	 -21.45	   1.95
  6.92	  -6.41	   5.33	 -2.55	 -19.80	  -4.05
  8.14	  -6.85	  11.46	  7.50	 -15.15	  -5.25
  6.29	  -4.53	  18.19	 14.10	  -7.05	  -2.85
  2.47	  -6.51	  17.60	 15.45	  -3.15	   0.45
  3.08	  -5.91	  15.46	 16.65	  -0.30	   4.35
  0.63	  -4.86	  10.86	 16.95	   3.45	   4.50
  4.00	  -4.86	  10.55	 16.20	   4.65	   4.50
  4.76	  -4.40	   9.78	 13.95	   4.20	  10.80
