 -6.11	  -4.26	   6.30	-73.95	   0.45	 -26.70
 -5.35	  -3.19	   7.52	-74.85	   1.05	 -22.50
 -5.35	  -3.19	   7.52	-77.40	   4.05	 -18.75
 -4.74	  -2.42	   9.36	-77.10	   5.55	 -15.15
 -4.74	  -2.42	   9.36	-76.20	   8.40	 -14.85
 -4.28	  -1.19	   9.36	-77.85	  11.25	  -9.90
 -4.28	  -1.19	   9.36	-75.90	  12.30	  -8.85
 -2.30	  -0.27	  10.42	-74.10	  15.00	  -5.55
 -2.30	  -0.27	  10.42	-74.70	  15.15	  -3.75
 -1.38	   0.04	   9.35	-74.10	  18.75	  -1.80
 -1.38	   0.04	   9.35	-73.95	  17.40	  -0.45
 -1.23	   0.65	   9.80	-72.90	  16.50	   0.00
 -1.23	   0.65	   9.80	-73.20	  16.20	   2.40
 -0.31	   0.50	  10.11	-72.90	  16.50	   2.85
 -0.31	   0.50	  10.11	-70.35	  19.80	   6.90
  0.31	  -0.58	   9.49	-69.30	  21.00	   6.15
  0.31	  -0.58	   9.49	-70.20	  21.45	   9.30
  1.07	   0.04	   9.95	-69.00	  19.65	  10.50
  1.07	   0.04	   9.95	-68.70	  18.15	   9.00
  0.92	   0.04	  10.56	-70.50	  17.70	   9.30
  0.92	   0.04	  10.56	-71.10	  18.00	   9.90
  1.22	   0.35	  10.10	-70.20	  19.20	  10.80
  1.22	   0.35	  10.10	-69.30	  18.30	  10.35
  1.07	   0.50	  10.10	-69.45	  19.95	   8.25
  1.07	   0.50	  10.10	-67.20	  21.15	  10.80
  2.30	   0.04	  10.40	-66.60	  21.00	  11.85
  2.30	   0.04	  10.40	-66.30	  24.30	  13.65
  1.38	  -0.11	   9.79	-65.10	  23.25	  11.40
  1.38	  -0.11	   9.79	-63.90	  23.70	  12.75
  1.53	  -0.27	   9.95	-65.55	  26.25	  13.95
  1.53	  -0.27	   9.95	-65.10	  27.00	  11.85
  1.38	  -0.27	   9.95	-63.15	  26.40	  13.50
  1.38	  -0.27	   9.95	-61.20	  28.20	  14.55
  1.38	  -0.27	   9.95	-61.65	  30.15	  13.05
  1.38	  -0.27	   9.95	-60.15	  31.65	  12.30
  1.53	  -0.57	   9.95	-57.45	  34.20	  11.55
  1.53	  -0.57	   9.95	-56.40	  34.65	  13.05
  1.53	  -0.42	   9.95	-55.20	  35.40	  13.05
  1.53	  -0.42	   9.95	-51.90	  36.90	  12.75
  1.53	  -1.34	   9.95	-47.85	  37.95	  12.30
  1.53	  -1.34	   9.95	-46.20	  36.00	  15.45
  0.92	  -1.49	   9.80	-42.60	  36.45	  14.55
  0.92	  -1.49	   9.80	-42.75	  37.80	  12.45
  0.46	  -1.19	   9.95	-41.55	  39.45	  11.55
  0.46	  -1.19	   9.95	-38.85	  38.70	  13.05
  0.46	  -1.34	   9.95	-37.50	  39.00	  12.45
  0.46	  -1.34	   9.95	-36.75	  38.55	  11.85
  0.16	  -1.19	   9.95	-34.95	  38.55	  12.45
  0.16	  -1.19	   9.95	-34.80	  37.95	  11.55
  0.00	  -1.49	   9.95	-33.45	  39.00	  12.15
  0.00	  -1.49	   9.95	-30.60	  38.70	  11.55
  0.00	  -1.34	   9.95	-29.25	  37.65	  11.25
  0.00	  -1.34	   9.95	-30.45	  37.80	  10.65
  0.00	  -1.34	   9.95	-29.25	  37.20	   9.75
  0.00	  -1.34	   9.95	-28.05	  36.15	  11.25
 -0.15	  -1.34	   9.95	-28.65	  36.75	  11.40
 -0.15	  -1.34	   9.95	-27.75	  36.45	   9.30
 -0.15	  -1.19	   9.95	-24.90	  35.55	  10.65
 -0.15	  -1.19	   9.95	-26.40	  35.55	  10.35
 -0.30	  -1.19	   9.95	-25.65	  34.80	  10.35
 -0.30	  -1.19	   9.95	-23.25	  34.95	  10.80
 -0.30	  -1.34	   9.95	-21.00	  34.20	  12.00
 -0.30	  -1.34	   9.95	-22.35	  31.50	  10.65
 -0.45	  -1.49	   9.95	-21.15	  31.50	  10.65
 -0.45	  -1.49	   9.95	-19.50	  31.65	  11.25
 -0.15	  -1.80	   9.65	-18.90	  30.00	  10.35
 -0.15	  -1.80	   9.65	-18.30	  29.40	   8.25
 -0.30	  -1.80	   9.80	-17.25	  28.20	   9.00
 -0.30	  -1.80	   9.80	-15.90	  28.50	   9.15
 -0.30	  -1.19	   9.95	-17.10	  28.50	   8.40
 -0.30	  -1.19	   9.95	-14.85	  26.25	   7.35
 -0.46	  -1.19	   9.95	-12.90	  24.30	   8.10
 -0.46	  -1.19	   9.95	-10.95	  23.40	   6.00
 -0.61	  -0.88	   9.80	-10.95	  21.45	   6.00
 -0.61	  -0.88	   9.80	-10.50	  20.70	   5.70
 -0.61	  -1.19	   9.80	 -9.30	  19.80	   4.35
 -0.61	  -1.19	   9.80	-10.05	  16.05	   6.60
 -0.76	  -1.03	   9.80	 -8.10	  13.80	   5.10
 -0.76	  -1.03	   9.80	 -7.05	  14.55	   5.55
 -0.61	  -0.57	   9.96	 -8.10	  14.25	   6.60
 -0.61	  -0.57	   9.96	 -9.45	  12.45	   6.00
 -0.76	  -0.27	   9.96	 -8.25	  13.20	   5.70
 -0.76	  -0.27	   9.96	 -8.10	  11.55	   4.05
 -0.61	  -0.57	   9.80	 -7.95	   8.40	   4.50
 -0.61	  -0.57	   9.80	 -8.25	   5.70	   5.25
 -0.92	  -0.11	   9.96	 -8.25	   5.40	   4.20
 -0.92	  -0.11	   9.96	 -6.45	   3.90	   4.20
 -0.77	  -0.11	   9.50	 -7.35	  -1.05	   3.30
 -0.77	  -0.11	   9.50	 -9.60	  -2.25	   2.55
 -0.61	   0.19	  10.11	 -7.95	  -4.20	   3.45
 -0.61	   0.19	  10.11	 -9.75	  -6.45	   3.45
 -0.46	   0.04	   9.80	 -8.70	  -7.20	   3.00
 -0.46	   0.04	   9.80	-11.25	  -9.45	   2.40
 -0.46	   0.35	  10.11	-10.80	  -8.25	   2.85
 -0.46	   0.35	  10.11	-11.55	  -9.30	   1.35
 -0.92	  -0.11	   9.80	-11.70	 -11.40	   1.95
 -0.92	  -0.11	   9.80	-11.70	 -10.65	   3.75
 -0.92	   0.19	   9.80	-11.70	 -12.45	   4.20
 -0.92	   0.19	   9.80	-12.90	 -12.75	   4.05
 -0.00	   0.19	  10.11	-13.95	 -14.40	   1.65
 -0.00	   0.19	  10.11	-14.40	 -16.80	   0.60
  0.00	  -0.42	   9.80	-16.50	 -19.95	  -1.65
  0.00	  -0.42	   9.80	-18.75	 -21.90	  -1.95
 -0.15	  -0.11	   9.80	-18.90	 -21.30	  -0.30
 -0.15	  -0.11	   9.80	-19.65	 -21.30	  -0.60
 -0.31	  -0.11	   9.95	-21.75	 -23.70	   0.90
 -0.31	  -0.11	   9.95	-23.10	 -22.80	  -0.60
 -0.61	   0.04	  10.11	-24.15	 -23.55	  -0.60
 -0.61	   0.04	  10.11	-24.00	 -22.95	   1.20
 -0.31	   0.35	  10.26	-25.05	 -24.45	   1.20
 -0.31	   0.35	  10.26	-26.40	 -24.30	   2.10
 -0.61	   0.50	   9.80	-29.25	 -22.95	   1.95
 -0.61	   0.50	   9.80	-32.40	 -25.05	   3.30
 -0.92	   0.65	   9.80	-32.55	 -24.90	   3.00
 -0.92	   0.65	   9.80	-33.45	 -26.55	   3.60
 -0.77	   0.19	   9.50	-34.80	 -26.40	   1.95
 -0.77	   0.19	   9.50	-35.10	 -27.15	   3.45
 -0.31	   0.80	   9.95	-34.35	 -24.90	   2.40
 -0.31	   0.80	   9.95	-35.85	 -24.45	   2.70
 -0.16	   1.57	   9.80	-37.50	 -25.05	   3.60
 -0.16	   1.57	   9.80	-44.85	 -25.20	   3.00
 -0.00	   0.19	   9.95	-46.95	 -26.55	   1.80
 -0.00	   0.19	   9.95	-49.80	 -24.30	   1.80
  0.15	   0.50	   9.95	-52.80	 -21.75	   2.55
  0.15	   0.50	   9.95	-55.95	 -20.40	   4.20
 -0.46	   0.96	   9.50	-59.70	 -18.90	   2.70
 -0.46	   0.96	   9.50	-62.85	 -16.05	   2.55
 -0.92	   0.04	   9.80	-65.40	 -14.40	   2.40
 -0.92	   0.04	   9.80	-65.40	 -10.95	   1.65
 -0.00	   0.04	   9.95	-67.35	 -11.25	   2.55
 -0.00	   0.04	   9.95	-66.30	  -7.50	   4.80
 -0.00	   0.04	   9.95	-67.50	  -6.15	   4.20
 -0.00	   0.04	   9.95	-70.80	  -5.25	   4.05
  0.00	   0.04	   9.80	-70.50	  -2.70	   3.45
  0.00	   0.04	   9.80	-71.25	  -1.95	   3.75
  0.00	  -0.27	  10.11	-70.95	  -0.45	   4.95
  0.00	  -0.27	  10.11	-71.10	  -1.05	   4.35
 -0.15	   0.04	  10.11	-70.20	   2.40	   4.95
 -0.15	   0.04	  10.11	-70.20	   5.70	   6.75
  0.76	   0.50	   9.95	-70.80	   6.75	   7.35
  0.76	   0.50	   9.95	-69.00	   8.70	   7.95
  1.07	   0.04	   9.95	-70.95	  10.20	  10.05
  1.07	   0.04	   9.95	-68.85	  11.55	   9.90
  0.92	  -0.11	   9.95	-68.55	  11.25	   9.15
  0.92	  -0.11	   9.95	-69.45	  12.45	  10.80
  0.92	  -0.27	   9.95	-68.85	  13.50	   9.90
  0.92	  -0.27	   9.95	-68.55	  13.05	   9.90
  1.38	  -0.73	   9.95	-67.20	  14.40	  12.30
  1.38	  -0.73	   9.95	-67.20	  17.40	  11.25
  0.77	  -1.34	   9.80	-66.00	  18.90	  12.00
  0.77	  -1.34	   9.80	-67.35	  21.30	  11.85
 -0.30	  -1.03	   9.95	-66.45	  23.70	  10.50
 -0.30	  -1.03	   9.95	-68.10	  24.30	   7.65
 -0.15	  -0.88	   9.95	-68.85	  24.75	   8.10
 -0.15	  -0.88	   9.95	-67.50	  23.70	   6.75
 -0.46	  -1.18	  10.11	-67.35	  27.30	   6.60
 -0.46	  -1.18	  10.11	-65.85	  27.30	   8.40
 -0.15	  -1.19	   9.49	-65.55	  27.75	   7.65
 -0.15	  -1.19	   9.49	-61.05	  29.55	   8.85
  0.31	  -1.19	   9.80	-61.95	  32.40	   9.30
  0.31	  -1.19	   9.80	-60.15	  31.95	  10.50
  0.16	  -0.88	  10.11	-56.70	  33.45	  10.50
  0.16	  -0.88	  10.11	-57.15	  36.15	   9.75
  0.16	  -0.72	   9.95	-54.15	  36.90	   9.00
  0.16	  -0.72	   9.95	-54.00	  36.00	  10.65
 -0.45	  -1.80	   9.80	-48.90	  36.45	  13.80
 -0.45	  -1.80	   9.80	-46.20	  37.50	  12.15
 -0.45	  -1.49	   9.95	-44.70	  37.80	  12.15
 -0.45	  -1.49	   9.95	-42.15	  37.20	  12.30
 -0.91	  -1.49	   9.96	-39.75	  39.00	  11.85
 -0.91	  -1.49	   9.96	-38.10	  37.95	  10.80
 -1.37	  -1.95	   9.81	-35.55	  36.15	  13.05
 -1.37	  -1.95	   9.81	-30.45	  34.80	  13.20
 -1.37	  -2.11	   9.65	-27.15	  34.50	  12.90
 -1.37	  -2.11	   9.65	-24.15	  31.50	  11.10
 -1.37	  -1.65	   9.80	-18.90	  29.55	   9.90
 -1.37	  -1.65	   9.80	-18.30	  27.45	  10.80
 -0.76	  -0.73	   9.80	-13.95	  24.90	   8.25
 -0.76	  -0.73	   9.80	-11.70	  21.15	   7.20
 -0.31	  -0.27	  10.11	 -9.30	  18.00	   4.35
 -0.31	  -0.27	  10.11	 -8.10	  15.00	   4.35
 -0.31	  -0.27	  10.11	 -7.80	  11.25	   4.35
 -0.31	  -0.27	  10.11	 -6.30	   7.80	   3.30
 -0.15	  -0.11	  10.11	 -7.05	   2.25	   2.85
 -0.15	  -0.11	  10.11	 -8.55	   0.30	   1.80
 -0.15	  -0.11	  10.11	 -9.45	  -1.20	   1.95
 -0.15	  -0.11	  10.11	 -9.00	  -3.90	   2.40
 -0.61	  -0.73	   9.80	 -8.25	  -6.15	   0.90
 -0.61	  -0.73	   9.80	 -7.95	  -7.65	  -0.15
  0.00	  -0.88	   9.95	-10.50	  -9.15	   0.45
  0.00	  -0.88	   9.95	-12.15	  -9.75	   0.00
 -0.31	  -0.42	   9.80	-10.50	 -10.65	   1.65
 -0.31	  -0.42	   9.80	-12.90	 -14.25	   0.60
 -0.61	  -0.27	   9.80	-15.15	 -15.75	   2.55
 -0.61	  -0.27	   9.80	-17.25	 -17.40	   2.40
 -1.07	  -1.34	  10.26	-16.35	 -17.25	   0.00
 -1.07	  -1.34	  10.26	-16.50	 -17.40	  -1.20
 -0.76	  -0.73	  10.11	-17.85	 -18.30	   0.30
 -0.76	  -0.73	  10.11	-18.00	 -18.15	   0.45
 -0.46	  -0.42	   9.96	-17.85	 -17.55	   0.30
 -0.46	  -0.42	   9.96	-16.50	 -18.45	   1.20
 -0.46	  -0.27	   9.65	-17.25	 -19.20	  -0.90
 -0.46	  -0.27	   9.65	-20.25	 -20.70	   0.15
 -0.31	  -0.42	  10.11	-18.00	 -21.45	  -0.15
 -0.31	  -0.42	  10.11	-19.65	 -20.55	  -0.60
 -0.77	  -0.27	   9.95	-21.15	 -21.00	   0.30
 -0.77	  -0.27	   9.95	-20.85	 -21.30	   1.80
 -0.61	  -0.11	   9.96	-22.65	 -22.80	   0.30
 -0.61	  -0.11	   9.96	-23.85	 -22.05	   0.60
 -0.31	   0.04	   9.95	-22.65	 -21.30	   1.80
 -0.31	   0.04	   9.95	-24.75	 -22.95	   0.45
 -0.31	   0.50	   9.95	-24.75	 -23.70	   1.95
 -0.31	   0.50	   9.95	-25.20	 -22.80	   1.80
 -0.46	   0.65	   9.96	-26.25	 -23.40	   4.95
 -0.46	   0.65	   9.96	-27.90	 -24.30	   5.10
 -0.16	   0.50	   9.80	-28.65	 -22.80	   4.05
 -0.16	   0.50	   9.80	-28.95	 -24.00	   3.30
 -0.16	   0.65	   9.95	-30.30	 -22.95	   4.95
 -0.16	   0.65	   9.95	-32.70	 -24.00	   2.85
 -0.00	   0.65	  10.11	-35.40	 -25.50	   4.35
 -0.00	   0.65	  10.11	-36.30	 -24.45	   2.70
 -0.00	   0.35	   9.80	-37.35	 -25.65	   2.70
 -0.00	   0.35	   9.80	-37.95	 -26.25	   2.55
 -0.00	   0.19	   9.80	-39.45	 -25.50	   4.05
 -0.00	   0.19	   9.80	-41.25	 -24.00	   3.30
  0.30	   1.26	   9.80	-42.15	 -22.20	   8.25
  0.30	   1.26	   9.80	-43.50	 -24.30	   6.90
