  5.07	  -5.49	   5.19	-29.25	  13.95	  34.50
  5.85	  -7.17	   6.10	-29.40	  15.30	  34.80
  5.85	  -7.17	   6.10	-25.80	  16.95	  34.95
  8.75	  -6.41	   5.48	-23.40	  17.25	  38.10
  8.75	  -6.41	   5.48	-14.70	  17.70	  40.80
  7.21	  -2.75	   1.19	 -4.65	  21.45	  40.05
  7.21	  -2.75	   1.19	  7.50	  23.70	  34.50
 12.09	   2.29	  -2.04	 13.95	  25.20	  29.40
 12.09	   2.29	  -2.04	 12.15	  27.00	  28.50
 13.31	   3.96	  -5.56	  7.50	  27.15	  28.65
 13.31	   3.96	  -5.56	 -1.05	  26.55	  33.30
 15.30	   2.13	  -1.43	 -8.55	  22.05	  35.10
 15.30	   2.13	  -1.43	-20.40	  17.25	  34.05
  8.58	  -2.14	   1.04	-28.05	   8.70	  24.90
  8.58	  -2.14	   1.04	-29.55	  -2.40	  12.75
  2.77	  -3.97	   2.14	-20.85	 -15.00	   5.55
  2.77	  -3.97	   2.14	 -9.75	 -20.40	  -0.90
 10.73	  -4.55	  11.74	  4.95	 -20.40	  -3.75
 10.73	  -4.55	  11.74	 14.40	 -15.75	  -6.90
 12.00	 -13.41	  16.49	 21.15	  -9.00	  -6.15
 12.00	 -13.41	  16.49	 24.30	  -4.65	  -4.20
  7.99	  -4.90	  -1.87	 26.55	   0.15	   7.20
  7.99	  -4.90	  -1.87	 28.95	   5.55	  11.40
  5.37	  -3.54	  -5.08	 26.70	  12.30	  15.45
  5.37	  -3.54	  -5.08	 25.95	  13.80	  21.75
  7.50	   2.56	 -10.44	 22.05	  13.65	  23.40
  7.50	   2.56	 -10.44	 20.55	  15.90	  23.10
 11.32	   3.49	  -8.01	 20.40	  17.25	  23.25
 11.32	   3.49	  -8.01	 17.25	  21.45	  25.65
 16.04	   9.17	  -5.88	 17.10	  27.30	  24.30
 16.04	   9.17	  -5.88	 14.25	  31.20	  23.10
 11.61	   6.70	  -9.69	  9.00	  35.40	  24.90
 11.61	   6.70	  -9.69	  4.05	  36.00	  25.80
  9.78	   4.71	  -8.00	 -1.80	  35.25	  29.55
  9.78	   4.71	  -8.00	 -7.35	  24.30	  34.80
 10.40	   1.98	  -2.95	-11.70	  11.40	  36.00
 10.40	   1.98	  -2.95	-14.25	  -0.45	  30.45
  7.36	  -1.99	   0.89	-11.85	  -9.00	  21.75
  7.36	  -1.99	   0.89	 -3.15	 -18.15	  13.80
  5.07	  -4.42	   5.18	  8.55	 -18.30	   5.55
  5.07	  -4.42	   5.18	 16.50	 -14.40	  -2.40
  8.90	  -5.46	  14.21	 20.40	  -9.30	  -5.10
  8.90	  -5.46	  14.21	 23.25	  -4.95	  -6.45
  8.29	  -6.70	   9.31	 25.05	   0.15	  -5.70
  8.29	  -6.70	   9.31	 25.05	   1.95	   0.15
  7.52	  -5.35	   1.81	 26.70	   1.50	   5.85
  7.52	  -5.35	   1.81	 26.40	   4.50	  12.15
  7.67	  -3.08	  -5.85	 22.80	   4.20	  15.30
  7.67	  -3.08	  -5.85	 23.25	   3.90	  19.35
 10.72	  -0.36	 -13.83	 20.85	   6.00	  20.25
 10.72	  -0.36	 -13.83	 17.85	  10.80	  22.50
 16.19	  11.13	 -12.01	 14.40	  15.00	  26.55
 16.19	  11.13	 -12.01	 12.90	  15.75	  27.00
