 -1.54	   0.96	  10.57	-73.35	  26.25	  -3.30
 -1.07	  -1.19	   9.96	-74.85	  16.50	   3.30
 -1.07	  -1.19	   9.96	-74.10	  11.25	   6.60
 eue:8602582-0.15	  -0.11:133: get 1	   9.95	 -0.15	  -0.11	   9.95	-70.80	  24.75	   3.60
  0.62	  -1.64	  10.56	-71.85	  16.05	   8.85
  0.62	  -1.64	  10.56	-70.35	  24.30	  10.65
  0.62	  -1.80	   9.80	-57.90	  33.90	  10.50
  0.62	  -1.80	   9.80	-30.15	  36.75	  11.85
 -0.62	   1.11	  10.41	-21.00	  33.15	   7.95
 -0.62	   1.11	  10.41	-15.75	  27.45	   9.00
 -0.61	  -0.42	  10.11	-11.25	  18.90	   6.75
 -0.61	  -0.42	  10.11	 -8.70	   6.90	   7.95
 -2.29	  -0.58	   9.35	-12.45	  -6.45	   9.75
 -2.29	  -0.58	   9.35	-13.95	 -16.95	   4.95
 -0.31	   0.65	  10.41	-25.80	 -22.65	   4.95
 -0.31	   0.65	  10.41	-42.00	 -24.30	   8.10
 -0.62	   1.72	   9.50	-55.80	 -21.30	   6.60
 -0.62	   1.72	   9.50	-66.60	 -13.80	   5.85
 -0.01	   1.26	   9.95	-75.90	   3.00	   6.15
 -0.01	   1.26	   9.95	-70.80	  24.75	   7.35
 -0.46	  -0.42	   9.96	-60.60	  33.75	  10.35
 -0.46	  -0.42	   9.96	-46.50	  41.25	  10.65
 -1.83	  -1.03	   9.50	-25.95	  32.25	  13.20
 -1.83	  -1.03	   9.50	-16.50	  23.40	  11.55
 -2.45	  -0.42	  10.12	-12.60	   5.55	  13.65
 -2.45	  -0.42	  10.12	-11.70	  -9.45	   7.20
 -0.15	  -1.64	   9.95	-23.10	 -26.55	  -1.35
 -0.15	  -1.64	   9.95	-39.30	 -29.70	  -0.15
 -1.07	   0.50	   9.80	-65.40	 -20.40	   1.65
 -1.07	   0.50	   9.80	-74.85	 -12.00	   0.60
 -0.76	  -1.03	   9.96	-77.55	  12.45	   3.45
 -0.76	  -1.03	   9.96	-58.95	  36.45	   9.75
 -0.76	  -0.73	   9.96	-41.70	  41.55	  12.90
 -0.76	  -0.73	   9.96	-33.90	  40.80	  11.85
 -1.22	  -1.19	   9.96	-24.45	  34.50	  14.40
 -1.22	  -1.19	   9.96	-18.60	  21.30	  18.00
 -2.44	  -1.49	   9.81	-16.95	  16.65	  17.85
 -2.44	  -1.49	   9.81	-12.75	   7.65	  16.35
 -1.37	  -1.19	   9.65	-12.75	 -12.45	   9.75
 -1.37	  -1.19	   9.65	-24.00	 -22.20	   7.95
