 -3.53	   0.96	   9.66	-11.70	  51.15	  12.30
  0.29	   3.56	   9.34	-20.55	  48.45	  14.55
  0.29	   3.56	   9.34	-21.60	  47.55	  13.65
 -0.62	   2.03	  10.72	-22.35	  48.30	  13.95
 -0.62	   2.03	  10.72	-23.25	  46.95	  15.30
  0.75	   2.34	  10.10	-21.00	  47.40	  16.05
  0.75	   2.34	  10.10	-22.05	  45.45	  17.10
  0.30	   2.03	   8.73	-24.00	  46.20	  17.85
  0.30	   2.03	   8.73	-24.75	  45.15	  17.85
 -0.01	   0.95	   9.03	-27.75	  42.45	  18.30
 -0.01	   0.95	   9.03	-29.70	  42.30	  21.45
  0.61	   0.65	   9.95	-28.50	  37.20	  20.85
  0.61	   0.65	   9.95	-30.60	  37.65	  21.15
  0.92	   0.50	   9.64	-30.90	  34.80	  21.00
  0.92	   0.50	   9.64	-32.40	  34.50	  23.25
  1.53	   0.35	  10.25	-31.20	  33.75	  25.05
  1.53	   0.35	  10.25	-33.60	  33.45	  26.40
  1.22	   1.26	   9.34	-32.10	  34.20	  23.85
  1.22	   1.26	   9.34	-33.30	  31.65	  24.60
  0.91	   0.96	   9.95	-33.45	  34.05	  21.75
  0.91	   0.96	   9.95	-32.85	  33.90	  22.65
  0.46	   0.50	  10.26	-34.35	  33.45	  19.05
  0.46	   0.50	  10.26	-34.05	  32.40	  20.55
  0.30	   0.65	   9.95	-34.35	  33.15	  22.35
  0.30	   0.65	   9.95	-34.05	  33.45	  19.80
 -0.31	   1.11	   9.80	-33.30	  33.90	  22.35
 -0.31	   1.11	   9.80	-33.30	  32.70	  22.35
 -0.61	   0.50	   9.80	-34.05	  33.15	  19.80
 -0.61	   0.50	   9.80	-34.05	  34.20	  20.55
 -0.00	   0.50	  10.11	-32.85	  34.95	  19.80
 -0.00	   0.50	  10.11	-34.20	  34.50	  21.45
  0.15	   0.80	   9.95	-33.45	  34.50	  20.25
  0.15	   0.80	   9.95	-34.20	  34.80	  21.45
  0.15	   0.81	  10.11	-32.10	  35.40	  20.10
  0.15	   0.81	  10.11	-33.60	  37.20	  20.85
 -0.16	   0.65	   9.95	-32.55	  36.45	  19.35
 -0.16	   0.65	   9.95	-31.35	  37.65	  20.85
 -0.46	   0.50	  10.11	-31.95	  39.00	  19.95
 -0.46	   0.50	  10.11	-30.30	  38.40	  19.80
  0.00	   0.00	   0.00	-31.65	  36.75	  21.00
  0.00	   0.00	   0.00	-30.90	  37.50	  19.50
 -0.00	   0.65	   9.80	-31.35	  38.40	  20.55
 -0.00	   0.65	   9.80	-29.85	  39.15	  20.85
 -0.00	   0.35	  10.26	-29.40	  40.80	  19.50
 -0.00	   0.35	  10.26	-27.45	  40.50	  20.70
 -0.62	   1.42	   9.80	-28.50	  40.95	  19.80
 -0.62	   1.42	   9.80	-24.90	  44.25	  19.50
 -0.61	   0.65	  10.11	-24.30	  44.40	  19.05
 -0.61	   0.65	  10.11	-21.60	  47.25	  19.20
 -0.61	   0.19	   9.96	-17.40	  48.75	  20.70
 -0.61	   0.19	   9.96	-14.70	  49.95	  19.35
 -0.92	   0.04	   9.65	 -9.75	  47.70	  19.35
 -0.92	   0.04	   9.65	 -6.45	  49.65	  22.65
 -1.07	   0.19	  10.11	 -1.80	  48.75	  21.75
 -1.07	   0.19	  10.11	  1.95	  45.45	  22.35
 -0.76	  -1.18	  10.11	  4.20	  44.40	  24.90
 -0.76	  -1.18	  10.11	  7.35	  42.75	  26.55
 -0.76	  -0.57	   9.96	  6.00	  40.65	  26.70
 -0.76	  -0.57	   9.96	 11.70	  39.90	  23.85
 -0.92	  -0.11	  10.26	 15.00	  37.65	  21.90
 -0.92	  -0.11	  10.26	 17.25	  35.40	  20.55
 -1.08	   0.50	  10.72	 18.75	  33.45	  20.10
 -1.08	   0.50	  10.72	 22.05	  31.65	  18.30
 -0.46	  -0.42	   9.65	 22.05	  28.20	  20.10
 -0.46	  -0.42	   9.65	 23.40	  21.30	  19.50
 -0.76	  -0.88	   9.96	 25.95	  20.55	  18.45
 -0.76	  -0.88	   9.96	 23.55	  17.70	  19.05
 -0.76	  -0.73	   9.96	 24.15	  13.05	  17.70
 -0.76	  -0.73	   9.96	 24.00	  10.95	  19.05
 -0.77	   0.35	   9.96	 24.15	   9.00	  17.70
 -0.77	   0.35	   9.96	 24.30	   8.70	  17.85
 -0.62	   0.96	  10.11	 21.90	   6.00	  18.00
 -0.62	   0.96	  10.11	 22.50	   3.45	  17.85
  0.15	   0.96	  10.11	 21.60	  -0.30	  16.65
  0.15	   0.96	  10.11	 19.80	  -1.95	  15.30
  0.46	   0.50	   9.95	 18.30	  -6.90	  15.30
  0.46	   0.50	   9.95	 16.20	  -7.65	  15.60
 -0.15	   0.50	   9.80	 11.85	  -9.30	  16.20
 -0.15	   0.50	   9.80	  9.75	 -11.70	  14.85
  0.76	   0.35	  10.10	  7.95	 -12.90	  14.85
  0.76	   0.35	  10.10	  8.10	 -12.00	  16.20
  1.84	   0.65	   9.95	  4.20	 -13.65	  15.60
  1.84	   0.65	   9.95	 -0.15	 -16.95	  14.25
  1.69	  -0.88	   9.79	 -5.40	 -15.15	  13.05
  1.69	  -0.88	   9.79	 -6.00	 -15.45	  13.50
  1.99	  -1.34	   9.79	 -8.85	 -16.50	  13.65
  1.99	  -1.34	   9.79	-11.25	 -14.70	  12.30
  2.15	  -2.41	   9.48	-17.10	 -15.30	  13.20
  2.15	  -2.41	   9.48	-18.90	 -13.80	  12.45
  3.53	  -2.72	   9.48	-22.65	 -10.80	  13.65
  3.53	  -2.72	   9.48	-23.55	  -9.15	  16.05
  2.62	  -3.49	   9.02	-28.05	  -6.90	  18.30
  2.62	  -3.49	   9.02	-30.15	  -4.05	  19.95
  2.15	  -1.49	   9.95	-31.05	  -0.45	  19.80
  2.15	  -1.49	   9.95	-33.45	   3.75	  19.20
  1.08	  -3.64	   9.79	-35.70	   6.00	  23.25
  1.08	  -3.64	   9.79	-34.65	   7.80	  23.25
  2.31	  -2.87	   9.64	-32.40	  11.25	  25.50
  2.31	  -2.87	   9.64	-35.55	  12.90	  27.15
  2.61	  -3.18	   8.87	-33.30	  18.90	  27.45
  2.61	  -3.18	   8.87	-33.90	  22.80	  28.50
  0.78	  -3.18	   9.64	-32.55	  27.45	  27.15
  0.78	  -3.18	   9.64	-32.10	  30.45	  29.40
 -0.60	  -3.79	   9.50	-31.80	  31.95	  29.70
 -0.60	  -3.79	   9.50	-29.55	  32.70	  28.95
 -1.36	  -3.79	   9.19	-28.65	  34.80	  28.80
 -1.36	  -3.79	   9.19	-26.70	  37.50	  28.80
 -2.13	  -3.18	   9.35	-25.65	  39.30	  28.80
 -2.13	  -3.18	   9.35	-23.55	  41.40	  28.95
 -2.44	  -3.18	   9.35	-21.15	  40.80	  28.50
 -2.44	  -3.18	   9.35	-17.85	  43.50	  29.55
 -1.83	  -2.57	   9.50	-14.70	  44.70	  30.90
 -1.83	  -2.57	   9.50	-11.55	  46.80	  28.80
 -1.53	  -1.19	   9.81	 -7.50	  46.20	  27.45
 -1.53	  -1.19	   9.81	 -3.90	  45.90	  26.70
 -0.92	  -0.57	   9.65	 -1.65	  46.95	  24.90
 -0.92	  -0.57	   9.65	  3.60	  44.55	  24.00
 -0.61	  -1.19	   9.95	 12.00	  41.40	  24.90
 -0.61	  -1.19	   9.95	 16.95	  34.20	  24.15
  0.31	  -1.49	   9.80	 20.10	  30.75	  21.45
  0.31	  -1.49	   9.80	 20.55	  26.70	  20.10
 -0.30	  -0.57	  10.57	 25.80	  24.15	  17.55
 -0.30	  -0.57	  10.57	 24.30	  19.20	  19.05
 -0.76	  -0.73	   9.50	 26.55	  16.65	  17.55
 -0.76	  -0.73	   9.50	 24.15	  12.30	  19.50
 -0.46	  -0.27	   9.80	 24.30	   9.90	  17.55
 -0.46	  -0.27	   9.80	 24.75	   7.20	  16.80
  0.61	   0.50	  10.11	 25.80	   4.20	  14.55
  0.61	   0.50	  10.11	 23.40	   5.25	  15.45
