   1.39	   3.79	  -8.88
   1.39	   3.79	  -8.72
   1.55	   3.64	  -8.57
   1.39	   3.79	  -9.18
   1.39	   3.79	  -9.03
   1.24	   3.49	  -8.72
   1.85	   4.10	  -8.41
   2.62	   3.79	  -8.57
   2.16	   3.18	  -9.03
   2.00	   3.18	  -8.26
   1.85	   3.18	  -7.80
   2.77	   3.33	  -8.41
   2.62	   3.64	  -9.02
   2.46	   3.03	  -8.87
   2.61	   3.03	  -8.72
   3.23	   3.18	  -8.72
   2.92	   3.49	  -9.33
   2.61	   2.72	  -8.72
   2.77	   3.49	  -9.18
   2.92	   3.03	  -7.95
   3.38	   2.72	  -8.72
   2.77	   3.49	  -9.33
   2.92	   3.33	  -9.02
   3.38	   3.03	  -9.33
   2.92	   3.18	  -9.02
   3.53	   2.87	  -9.02
   3.84	   3.18	  -9.17
   3.53	   2.88	  -8.10
   3.68	   2.26	  -8.71
   3.99	   2.88	  -8.25
   4.30	   3.03	  -8.25
   3.69	   2.57	  -8.41
   4.15	   3.03	  -8.71
   4.30	   3.18	  -8.56
   3.99	   2.88	  -8.25
   4.15	   3.18	  -8.25
   4.15	   3.03	  -8.25
   3.99	   3.18	  -8.25
   4.30	   2.88	  -8.71
   4.30	   2.72	  -8.56
   4.60	   2.72	  -8.56
   4.45	   2.57	  -8.25
   4.91	   2.27	  -8.10
   4.91	   1.96	  -8.40
   4.76	   2.27	  -8.10
   4.91	   2.11	  -8.25
   4.91	   2.27	  -8.10
   5.06	   2.11	  -7.94
   5.21	   2.11	  -7.79
   5.06	   2.42	  -8.10
   5.21	   2.27	  -7.79
   5.37	   2.27	  -7.79
   5.21	   1.96	  -7.64
   5.37	   2.11	  -7.79
   5.21	   2.11	  -7.79
   5.67	   1.81	  -7.63
   5.37	   2.11	  -7.94
   5.52	   2.11	  -7.63
   5.67	   1.81	  -7.48
   5.52	   2.11	  -7.94
   5.52	   2.27	  -7.63
   5.52	   1.96	  -7.94
   5.67	   2.42	  -7.48
   5.67	   2.27	  -7.94
   5.52	   2.57	  -7.63
   5.52	   2.42	  -7.48
   5.68	   2.42	  -7.63
   5.52	   2.42	  -7.63
   5.52	   2.42	  -7.48
   5.67	   2.42	  -7.94
   5.37	   2.57	  -7.79
   5.52	   2.73	  -7.48
   5.52	   2.57	  -7.79
   5.67	   2.42	  -7.63
   5.68	   2.57	  -7.63
   5.52	   2.42	  -7.63
   5.52	   2.42	  -7.63
   5.52	   2.57	  -7.79
   5.68	   2.42	  -7.63
   5.83	   2.57	  -7.63
   5.52	   2.42	  -7.63
   5.83	   2.57	  -7.48
   5.83	   2.42	  -7.63
   5.67	   2.42	  -7.63
   5.83	   2.57	  -7.79
   5.83	   2.58	  -7.33
   5.83	   2.42	  -7.63
   5.98	   2.57	  -7.17
   5.83	   2.57	  -7.33
   5.98	   2.42	  -7.48
   5.98	   2.42	  -7.33
   5.98	   2.42	  -7.63
   5.83	   2.57	  -7.33
   6.13	   2.57	  -7.48
   5.98	   2.58	  -7.33
   5.98	   2.42	  -7.17
   6.14	   2.73	  -7.48
   6.13	   2.58	  -7.33
   5.83	   2.73	  -7.17
   5.98	   2.73	  -7.33
   5.98	   2.58	  -7.48
   6.13	   2.73	  -7.48
   6.14	   2.88	  -7.33
   5.83	   2.58	  -7.33
   6.13	   2.57	  -7.48
   5.98	   2.27	  -6.87
   5.98	   2.42	  -7.63
   6.13	   2.42	  -7.48
   5.98	   2.58	  -7.33
   6.13	   2.57	  -7.48
   5.98	   2.73	  -7.33
   5.98	   2.42	  -7.33
   5.98	   2.73	  -7.63
   5.83	   2.73	  -7.02
   5.98	   2.88	  -7.48
   5.52	   2.88	  -7.48
   6.14	   2.88	  -6.71
   5.22	   3.34	  -7.48
   5.52	   3.03	  -7.33
   5.68	   3.03	  -7.63
   5.68	   3.03	  -7.02
   5.68	   2.88	  -7.33
   5.68	   2.88	  -7.48
   5.68	   2.73	  -7.17
   5.83	   2.73	  -7.63
   5.68	   2.88	  -7.48
   5.83	   2.88	  -7.48
   5.52	   2.88	  -7.17
