 -36.15	   2.70	   3.45
 -39.15	  -0.15	  -1.95
 -40.05	  -1.35	  -4.35
 -40.80	   0.30	  -5.10
 -41.25	  -1.65	 -10.35
 -43.20	  -1.65	 -11.10
 -24.75	   3.45	 -10.35
 -25.50	   4.50	 -10.05
 -24.75	   9.30	 -11.10
 -22.95	  -0.15	 -24.75
 -20.40	  -4.50	 -33.30
 -25.80	  -4.20	 -36.60
 -26.10	  -2.85	 -38.55
 -25.65	  -2.10	 -40.35
 -24.90	  -2.10	 -41.85
 -24.15	  -2.10	 -42.60
 -26.25	  -3.00	 -42.75
 -24.15	  -3.30	 -45.60
 -26.10	  -2.85	 -47.40
 -25.35	  -0.60	 -49.20
 -24.45	  -7.05	 -46.80
 -31.80	  -6.00	 -29.55
 -38.55	 -10.65	 -13.50
 -38.25	 -10.20	  -8.40
 -39.90	 -10.80	  -8.55
 -40.20	 -11.55	  -9.30
 -39.90	 -12.60	  -9.30
 -40.95	 -11.10	  -8.25
 -41.10	 -10.95	  -9.45
 -40.20	 -12.30	  -8.55
 -40.05	 -13.50	 -10.65
 -40.35	 -12.45	 -10.95
 -42.60	 -12.75	 -11.70
 -42.00	 -12.60	 -12.30
 -46.35	 -14.25	  -0.60
 -48.30	 -14.40	  -2.25
 -49.05	 -14.10	  -2.25
 -52.35	 -15.90	  -1.95
 -53.40	 -16.65	   3.45
 -58.95	 -17.70	   8.25
 -61.95	 -17.40	  13.05
 -63.60	 -20.10	  14.70
 -65.25	 -21.15	  16.35
 -66.60	 -21.30	  18.00
 -67.50	 -22.50	  19.65
 -67.80	 -22.20	  18.45
 -67.50	 -22.95	  19.95
 -69.30	 -23.70	  19.20
 -69.30	 -22.95	  18.15
 -71.70	 -22.35	  17.55
 -69.15	 -22.05	  13.95
 -64.20	 -20.70	   6.00
 -59.70	 -18.45	  -3.45
 -54.75	 -16.50	  -9.90
 -50.85	 -14.40	 -21.15
 -48.00	 -14.10	 -25.80
 -46.65	 -12.75	 -28.65
 -47.25	 -13.35	 -28.05
 -46.65	 -12.75	 -30.15
 -47.55	 -13.65	 -31.80
 -47.70	 -12.00	 -30.45
 -48.15	 -11.70	 -31.20
 -48.30	 -11.55	 -29.85
 -49.05	 -12.60	 -30.60
 -48.90	 -14.25	 -30.45
 -49.95	 -12.75	 -30.15
 -53.10	 -13.05	 -24.45
 -52.20	 -12.75	 -25.65
 -54.45	 -13.95	 -25.65
 -55.65	 -14.10	 -27.00
 -55.35	 -13.35	 -27.75
 -54.60	 -11.85	 -28.50
 -55.80	 -10.95	 -29.40
 -55.65	  -9.75	 -28.80
 -53.85	 -11.55	 -30.30
 -50.40	 -10.20	 -35.25
 -49.35	 -10.05	 -39.90
 -50.70	  -9.45	 -37.80
 -49.35	  -9.75	 -39.15
 -48.30	  -9.30	 -37.95
 -49.20	 -10.20	 -36.30
 -51.30	 -10.35	 -35.10
 -51.75	 -10.65	 -32.25
 -50.40	 -10.20	 -32.70
 -50.70	  -9.45	 -31.95
 -50.10	 -10.80	 -30.60
 -47.55	 -10.35	 -29.25
 -48.90	 -11.40	 -27.45
 -50.85	  -9.75	 -24.00
 -48.90	  -9.15	 -22.35
 -47.40	 -11.40	 -21.60
 -45.30	  -9.00	 -22.20
 -48.15	 -11.40	 -16.50
 -45.75	 -10.05	 -13.35
 -43.05	 -10.20	 -13.95
 -41.10	  -9.90	 -11.40
 -38.55	 -10.95	 -12.45
 -37.05	  -9.45	 -11.70
 -35.55	  -9.90	 -12.00
 -31.35	  -9.30	 -12.30
 -28.80	  -6.75	 -14.10
 -27.45	  -8.40	 -13.50
 -26.85	  -9.15	 -10.95
 -26.85	  -8.40	  -9.45
 -25.65	  -8.40	  -7.35
 -25.20	  -7.80	  -6.00
 -22.05	  -8.40	  -3.30
 -20.70	  -6.75	  -1.65
 -20.55	  -7.95	  -1.35
 -17.25	  -8.40	   1.35
 -17.40	  -7.50	   1.95
 -16.05	  -5.85	   2.55
 -14.25	  -8.70	   5.10
 -12.30	  -9.00	   5.70
 -13.05	  -7.50	  11.10
 -13.65	  -8.55	  16.35
  -9.30	  -8.55	  11.10
  -7.35	  -7.65	  11.70
  -6.30	  -6.75	  11.55
  -3.00	  -6.30	  13.65
  -1.20	  -7.50	  13.05
   0.45	  -6.30	  15.15
   1.65	  -6.30	  17.40
   4.20	  -4.95	  20.40
   3.75	  -5.70	  24.75
   3.30	  -5.85	  28.65
   2.85	  -6.15	  30.90
   3.30	  -5.40	  33.45
   4.50	  -4.50	  33.90
   7.65	  -5.40	  34.20
   7.35	  -5.40	  32.70
   9.15	  -3.90	  36.30
   8.70	  -5.40	  37.50
   9.90	  -5.85	  41.10
   9.45	  -5.85	  38.55
  10.65	  -5.85	  40.80
  10.80	  -4.50	  41.25
   9.45	  -3.90	  41.10
  11.55	  -4.50	  42.75
   9.30	  -4.95	  42.45
   7.80	  -4.95	  44.25
   6.75	  -4.95	  43.95
   6.75	  -5.25	  44.70
   6.75	  -4.95	  45.00
   7.50	  -3.75	  45.30
   6.90	  -2.85	  44.40
   7.95	  -4.35	  44.85
   8.55	  -2.25	  43.20
  10.05	  -3.45	  41.25
  11.55	  -2.70	  37.95
  10.80	  -1.95	  36.90
  14.40	  -0.45	  29.25
  14.85	   0.45	  27.00
  14.25	  -1.05	  23.85
  15.15	  -0.45	  19.65
  16.65	   1.95	  16.65
  12.75	   1.05	  12.75
  10.80	   0.45	  11.85
   8.40	  -0.30	   8.40
   6.60	  -0.30	   8.70
  -2.25	  -2.25	   4.20
 -10.80	  -4.95	   3.45
 -19.80	  -6.90	  -1.80
 -31.95	  -7.65	  -4.65
 -39.15	 -10.35	  -7.50
 -44.40	 -12.75	  -6.90
 -47.55	 -11.85	  -7.80
 -47.70	 -11.70	  -9.15
 -49.20	 -13.20	 -11.70
 -50.70	 -12.75	 -12.75
 -48.75	 -14.40	 -17.40
 -50.10	 -13.35	 -19.20
 -50.10	 -14.40	 -22.95
 -51.75	 -12.75	 -24.60
 -53.85	 -13.05	 -24.00
 -62.55	 -17.25	 -27.45
 -64.20	 -15.60	 -29.55
 -65.85	 -16.05	 -29.70
 -67.65	 -16.50	 -29.40
 -67.50	 -15.15	 -31.35
 -67.05	 -15.60	 -34.65
 -67.95	 -15.75	 -36.00
 -82.65	 -19.05	 -39.60
 -87.30	 -20.40	 -43.50
 -89.55	 -21.15	 -46.50
 -90.30	 -20.40	 -50.55
 -89.10	 -22.20	 -55.35
 -90.15	 -20.55	 -59.85
 -91.20	 -19.05	 -61.80
 -92.70	 -20.10	 -63.15
 -91.95	 -20.55	 -66.60
 -92.85	 -19.95	 -67.80
 -93.90	 -20.40	 -69.60
 -94.80	 -20.55	 -71.25
 -93.90	 -20.70	 -76.35
 -94.50	 -20.85	 -76.50
 -92.85	 -20.70	 -76.65
 -93.60	 -19.65	 -76.35
 -95.25	 -20.10	 -84.90
 -95.55	 -19.80	 -84.60
 -96.30	 -20.55	 -85.65
 -95.10	 -21.15	 -78.90
 -93.90	 -20.40	 -76.65
 -93.90	 -19.20	 -76.95
 -93.60	 -19.20	 -75.15
 -92.40	 -18.15	 -74.85
 -92.25	 -17.25	 -75.30
 -88.65	 -17.55	 -73.95
 -89.70	 -18.30	 -72.00
 -89.40	 -17.25	 -72.45
 -90.60	 -18.45	 -72.60
 -89.40	 -18.75	 -70.95
 -66.75	 -14.85	 -71.55
 -66.30	 -13.35	 -71.85
 -62.85	 -13.50	 -70.20
 -60.75	 -12.30	 -67.80
 -62.55	 -13.95	 -65.40
 -62.85	 -14.70	 -65.10
 -62.10	 -14.25	 -64.35
 -60.30	 -14.25	 -61.05
 -57.15	 -12.30	 -49.80
 -51.45	 -11.70	 -43.05
 -44.70	 -11.55	 -31.35
 -54.45	 -13.95	 -23.85
